RC Code,Ratecity,IF Code,Infochoice
bcc5e42b-e80e-41c6-9abe-57343d08eace,Bananacoast Community Credit Union - Fixed Home Loan (Interest Only) 2 Years ,25272,bcu - Residential Fixed Rate Home Loan 2 Year
86e340de-b8b0-413a-be23-a834c4cb436d,Bananacoast Community Credit Union - Fixed Home Loan (Interest Only) 1 Year,25271,bcu - Residential Fixed Rate Home Loan 1 Year
dc120edf-3af6-4cc7-a94e-cd23af709815,Bananacoast Community Credit Union - Fixed Home Loan (Interest Only) 3 Years ,25273,bcu - Residential Fixed Rate Home Loan 3 Year
5f0b672f-e6e6-4553-acac-388c335157a7,Bananacoast Community Credit Union - Fixed Investment Loan (Interest Only) 5 Years ,329625,bcu - SMSF Fixed Rate Interest Only Loan 5 Year Investment
9882a319-171a-4fa6-9b54-140f6088dadb,Bananacoast Community Credit Union - Fixed Investment Loan (Interest Only) 1 Year,329621,bcu - SMSF Fixed Rate Interest Only Loan 1 Year Investment
deab3bf8-94a4-4b6f-bff2-694fd27719cd,Bananacoast Community Credit Union - All In One Line of Credit Investment,485230,bcu - All-In-One Discount Variable - Investment Principal & Interest
c7423b9e-ded3-4852-9470-19976e2d47e8,Bananacoast Community Credit Union - Max Discounted All In One Line of Credit Investment,485260,bcu - All-In-One Max Discount Variable Principal & Interest
20a46b70-f364-4ce0-bab0-4a8b84757d0d,"Teachers Mutual Bank - Solutions Plus Home Loan (Interest Only) ($150k-$250k, LVR 80%-90%)",476150,Teachers Mutual Bank - Solutions Plus Home Loan 150K - 249999 where LVR >80 and <=90 Owner occupier Principal & Interest
c669556d-d754-4b74-b346-93d86518e098,"Teachers Mutual Bank - Solutions Plus Home Loan (Interest Only) ($500k-$750k, LVR < 60%)",358400,Teachers Mutual Bank - Solutions Plus Home Loan 500K - 749999 where LVR is <=60 (Owner Occupier) Principal & Interest
14bab1cf-16db-494e-b985-4f89fa9d16a4,"Teachers Mutual Bank - Solutions Plus Home Loan (Interest Only) ($500k-$750k, LVR 60%-80%)",476230,Teachers Mutual Bank - Solutions Plus Home Loan 750K+ where LVR is >60 and <=80 Owner Occupier Principal & Interest
846a2251-3f02-4265-a7d9-1865a7d13d38,"Teachers Mutual Bank - Solutions Plus Home Loan (Interest Only) ($500k-$750k, LVR 80%-90%)",476240,Teachers Mutual Bank - Solutions Plus Home Loan 750k+ where LVR is >80 and <=90 Owner Occupier Principal & Interest
83d58075-5a89-4745-8845-a972a0f17905,"Teachers Mutual Bank - Solutions Plus Home Loan (Interest Only) ($250k-$500k, LVR 60%-80%)",176240,Teachers Mutual Bank - Solutions Plus Home Loan 250K - 499999 where LVR <=60  (Owner Occupier) Principal & Interest
43ef896a-04e0-414e-b3e6-5ad299bd2efc,"Teachers Mutual Bank - Solutions Plus Home Loan (Interest Only) ($750k+, LVR 90%-95%)",476250,Teachers Mutual Bank - Solutions Plus Home Loan 750k+ where LVR is >90 Owner Occupier Principal & Interest
09fb8fc8-52fb-420e-95be-ca296ac11cae,"Teachers Mutual Bank - Solutions Plus Home Loan (Interest Only) ($150k-$250k, LVR < 60%)",167510,Teachers Mutual Bank - Solutions Plus Home Loan 150k - 249999 where LVR <= 60 (Owner Occupier) Principal & Interest
21fd78fe-8ba2-4ba4-96f3-e66e11c453e6,"Teachers Mutual Bank - Solutions Plus Home Loan (Interest Only) ($150k-$250k, LVR 60%-80%)",476140,Teachers Mutual Bank - Solutions Plus Home Loan 150K - 249999 where LVR >60 and <=80 Owner Occupier Principal & Interest
4fcce312-85b3-4e8c-b707-6d26ad8937ea,QBANK - Fixed Rate Investment Loan Special (New Customer) 3 Years (LVR < 80%),515112,QBank - 2 Year Fixed Rate Investor Special <80LVR 2 Year
aba1a13d-085f-46b8-a11b-4782981d669e,Heritage Bank - Discount Variable Investment Loan (Interest Only) (LVR 80%-90%) ,518040,Heritage Bank - Investment Home Advantage Variable 700000 or more (Interest Only) LVR >80 <=90
a2ff4328-946b-4b1e-a0d2-90396ce093c0,Heritage Bank - Home Advantage Variable Investment Loan (Interest Only) ($700k+) (LVR 80%-90%),518040,Heritage Bank - Investment Home Advantage Variable 700000 or more (Interest Only) LVR >80 <=90
ca92e4c2-b9f0-4185-9ad6-1bff5ba992e3,Heritage Bank - Home Advantage Variable Investment Loan (Interest Only) ($150k-$250k) (LVR 80%-90%) ,518020,Heritage Bank - Investment Home Advantage Variable 150000 to 249999 (Interest Only) LVR >80 <=90
ee351161-de6e-414d-84e4-25838d5f9766,Heritage Bank - Home Advantage Variable Investment Loan (Interest Only) ($700k+) (LVR <80%) ,510300,Heritage Bank - Investment Home Advantage Variable 700000 or more (Interest Only)
e2d82055-a135-43dc-bdcb-e652cd725082,Heritage Bank - Fixed Rate Investment Loan (Interest Only) 1 Year ,510261,Heritage Bank - Investment Fixed Loan (Interest Only) 1 Year
725882ce-2de0-4de3-b99b-c7ca96763a0c,Heritage Bank - Fixed Rate Investment Loan (Interest Only) 3 Years ,510263,Heritage Bank - Investment Fixed Loan (Interest Only) 3 Year
4754408e-c313-41d3-b079-6d148dc9bff0,Heritage Bank - Home Advantage Fixed Investment Loan (Interest Only) 3 Years ,510263,Heritage Bank - Investment Fixed Loan (Interest Only) 3 Year
5a27f925-f022-4100-8c7e-332f634e640a,Heritage Bank - Home Advantage Fixed Investment Loan (Interest Only) 2 Years ,510262,Heritage Bank - Investment Fixed Loan (Interest Only) 2 Year
13c974b2-b930-4385-b5f6-669bbfe671a0,Bananacoast Community Credit Union - Discounted Standard Home Loan (Interest Only),17790,bcu - Discounted Variable Rate Home Loan
4d84706c-497e-4a77-9bff-366954f89dbc,Bananacoast Community Credit Union - OMG Home Loan (Interest Only),348540,bcu - OMG! Home Loan
66683f5b-2027-46aa-ba4b-ca342f978142,Bananacoast Community Credit Union - Discounted Standard Investment Loan (Interest Only),485300,bcu - Maximum Discounted Variable Rate Home Loan - Investment Principal & Interest
99bce721-5ab6-4bb1-859f-c90509738001,Bananacoast Community Credit Union - OMG Investment Loan (Principal and Interest),485240,bcu - All-In-One Max Discount Variable - Investment Principal & Interest
ec440912-6df4-451a-a777-f45b60ee6b7d,Pacific Mortgage Group - Fixed Home Loan (Interest Only) 2 Years ,215242,Pacific Mortgage Corporation - Low Doc ProPac Variable  2 Year Investment
5e7b2ce0-e2b0-41c7-8eb2-90a5b8626a44,Pacific Mortgage Group - Fixed Home Loan (Interest Only) 4 Years ,215244,Pacific Mortgage Corporation - Low Doc ProPac Variable  4 Year Investment
94819a2d-6517-44ef-b5f9-9d1d17f3c49b,Pacific Mortgage Group - Fixed Investment Loan (Interest Only) 2 Years ,215242,Pacific Mortgage Corporation - Low Doc ProPac Variable  2 Year Investment
5cf7ab00-6669-4d15-8229-ab78344dd15b,Pacific Mortgage Group - Standard Variable Home Loan (Interest Only),0,0
a484b0f6-3c56-478d-a367-4ea9a667c1e5,Pacific Mortgage Group - Line of Credit Home Loan (Interest Only),0,0
59ef56d4-8409-4af7-a3ca-be74b0f3bb04,The Mac - Fixed Rate Investment Loan 3 Years,0,0
9dc41667-9544-4644-bf58-d87127a8a1c9,The Mac - Fixed Rate Investment Loan 2 Years,0,0
8051f00e-219d-4f78-bb7c-53ed36040c1b,The Mac - Investment Loan ($250k+),0,0
7f06e348-1ba7-4975-ba7a-07eb3ac92e31,Virgin Money - Variable Rate Home Loan (Interest Only),500240,Virgin Money - Reward Me Home Loan Interest Only (Owner Occupier)
dc4ef621-976c-489c-b813-bd9997cf2385,"Reduce Home Loans - Investor Rate Buster 100% Offset Variable (Interest Only) ($750k+, LVR < 80%)",0,0
e7d1d9ba-e377-4763-87a5-d1f022011ce1,Bank of Queensland - Privileges Package Variable Rate Home Loan (Interest Only) ($1m+) ,323450,Bank of Queensland - Clear Path Variable Rate Home Loan Principal & Interest
7789ae37-0a05-4851-8a65-1456a852fb41,Bank of Queensland - Privileges Package Variable Rate Investment Loan (Interest Only) ($150k-$250k),507320,Bank of Queensland - Investment Home Loan Privileges Package  Interest Only 150000 to 250000
31f59b46-d936-4457-a4d2-d541fc25d11d,Bank of Queensland - Privileges Package Variable Rate Investment Loan (Interest Only) ($250k-$1m) ,507240,Bank of Queensland - Investment Home Loan Privileges Package Interest Only 1000000+
5a9152b9-fdb3-4e22-8882-92e0d2063ad3,Bank of Queensland - Privileges Package Fixed Rate Investment Loan (Interest Only) 2 Years ,507272,Bank of Queensland - Investment Home Loan Privileges Package Interest Only 1000000+ 2 Year
5186b3a0-4c42-4a4e-b735-f147b2434d93,Bank of Queensland - Privileges Package Fixed Rate Investment Loan (Interest Only) 4 Years ,507274,Bank of Queensland - Investment Home Loan Privileges Package Interest Only 1000000+ 4 Year
5ac8804f-4f40-4a17-b595-aafcea991bd0,Bank of Queensland - Privileges Package Fixed Rate Home Loan (Interest Only) 2 Years ,507572,Bank of Queensland - Owner Occupied Home Loan Privileges Package Interest Only 1000000 + 2 Year
cc83e305-cb8c-4f6a-80ae-463bcd51d19b,Bank of Queensland - Privileges Package Fixed Rate Home Loan (Interest Only) 3 Years ,507573,Bank of Queensland - Owner Occupied Home Loan Privileges Package Interest Only 1000000 + 3 Year
87643f74-8e85-4be2-b2d2-2dfcaa1bbdd4,Bank of Queensland - Privileges Package Fixed Rate Home Loan (Interest Only) 5 Years ,507575,Bank of Queensland - Owner Occupied Home Loan Privileges Package Interest Only 1000000 + 5 Year
f31fc426-c423-4997-8b2e-b94ea0ccc7f9,Tic Toc - Fixed Investment Loan 1 Year,0,0
aa8fa6bd-130a-423a-837f-f74e0b6a6950,Tic Toc - Fixed Investment Loan 3 Years,0,0
5a695849-3446-491c-8d8a-38aa9d7e6dc0,Tic Toc - Fixed Investment Loan 5 Years,0,0
5b0bd058-9d26-4c3a-9c68-472c03fa0f3f,Tic Toc - Live-In Fixed Loan (Principal and Interest) 5 Years,0,0
cdea000f-db73-4a75-b3b7-ab9cccf535e4,Tic Toc - Live-In Fixed Loan (Principal and Interest) 3 Years,0,0
a9ce887e-2350-4eed-8e86-6363bc36f80a,Southern Cross Credit Union - 1 Year Introductory Rate Standard Home Loan,0,0
25e2eb21-4f24-4dc2-8b14-e5965f8920e2,RESI Mortgage Corp - Flexi Options Investment Loan (LVR < 80%) ,485350,Resi Home Loans - Flexi Options Investment
bbec07ca-fde5-4ec4-8b8e-d1415e0139fa,RESI Mortgage Corp - Flexi Options Fixed Investment Loan 3 Years ,485363,Resi Home Loans - Flexi Options Investment Fixed 3 Year
b7a816fb-fbec-4b88-9753-a6e93505f858,Bankstown City Unity Bank - First Rate Variable Special Home Loan,0,0
ca86f7ce-e5e9-4578-89da-8eee75262a6d,Bankstown City Unity Bank - First Rate Variable Special Investment Loan (Interest Only),0,0
aacb1389-a69a-4256-8433-470b348e2c38,Bankstown City Unity Bank - First Rate Investment Loan (Interest Only),0,0
509a841a-0a3a-4eac-8596-593a410e66cc,Bankstown City Unity Bank - First Rate Home Loan,0,0
4fdf1b0b-9b8b-473c-bd08-f8915d6d2a0a,Bankstown City Unity Bank - All in One Investment Loan (Principal and Interest),0,0
9f3c734d-8e13-4d88-81ca-dd303188790c,Bankstown City Unity Bank - All in One Home Loan Rewards Package ($350k-$750k),0,0
2e12c03a-f7b4-4f42-83a5-014e35fc14bd,Bankstown City Unity Bank - All in One Investment Loan Rewards Package (Principal and Interest) ($750k+),0,0
80231bf2-66f9-47d9-8440-8cd2201be708,Bankstown City Unity Bank - All in One Investment Loan Rewards Package (Principal and Interest) (Amounts < $350k),0,0
b19953ad-4aa5-4c5a-99a5-6505e17e5bdd,Bankstown City Unity Bank - Fixed Rate Home Loan (Principal and Interest) 2 Years,0,0
77530630-044b-4c77-891d-d0c824bad01b,Bankstown City Unity Bank - Fixed Rate Home Loan (Principal and Interest) 5 Years,0,0
5228ef10-8cce-457b-89af-3acbf5c623f4,Bankstown City Unity Bank - All in One Investment Loan Rewards Package (Interest Only) ($350k-750k),0,0
9de7b6e3-634a-4acc-b862-7b8948ca4173,Bankstown City Unity Bank - Fixed Rate Home Loan (Interest Only) 3 Years,0,0
bfa05ab8-e59d-4ce8-8563-ae53d0929cb5,Bankstown City Unity Bank - Fixed Rate Home Loan (Interest Only) 2 Years,0,0
de5c231b-0d75-40c5-bda0-e60def4f1bc9,Bankstown City Unity Bank - Fixed Rate Investment Loan (Interest Only) 3 Years,0,0
abdde365-4892-42bf-8c80-fdce2860c077,Bankstown City Unity Bank - Fixed Rate Investment Loan (Interest Only) 1 Year,0,0
2bcb81c7-05a3-4438-8795-eb7ab4ab055b,Bankstown City Unity Bank - Fixed Rate Investment Loan (Principal and Interest) 2 Years,0,0
6149f43d-8ca0-409e-800d-7ffc097453d5,Bankstown City Unity Bank - Fixed Rate Investment Loan (Principal and Interest) 1 Year,0,0
9da82d55-aba5-4c4d-9f7f-6949eea41a23,Bankstown City Unity Bank - Tide You Over Home Equity Loan,0,0
f2fe6d0b-9c52-47af-8698-aa93d489ff96,Morgan Brooks - Fixed Rate Home Loan 2 Years,357053,Morgan Brooks - Premium Fixed 3 year  3 Year Principal & Interest
954be7e5-07ba-4b2d-8074-f9953ab9b0a7,Morgan Brooks - Fixed Rate Home Loan 5 Years ,357053,Morgan Brooks - Premium Fixed 3 year  3 Year Principal & Interest
83981e60-caa5-4423-a633-66cd18a2cdf6,CUA - Advance Variable Home Loan (Principal and Interest) (New Customer),512180,CUA - Advance Variable - Owner Occupier Principal & Interest
981c6cd8-5ca3-4f8e-87df-970b54b8ce13,CUA - Advance Variable Construction Home Loan (Interest Only) (New Customer),512190,CUA - Advance Variable - Owner Occupier Construction Interest Only
43d3d3b3-e274-44f9-a903-1349dc523220,La Trobe Financial - Full Doc Loan (Principal and Interest) ($1000k-$2500k),0,0
035957ed-2cf5-4b71-aec4-0646f6b3edeb,State Custodians - Low Rate Home Loan with Offset (Interest Only) (LVR < 80%),512820,State Custodians Mortgage Company - Low Rate Home Loan with Offset <80 IO Interest Only
8d52b028-dac2-4998-bafa-7094f9d2f9d5,State Custodians - Low Rate Investment Loan with Offset (Interest Only) (LVR 80%-90%),512880,State Custodians Mortgage Company - Low Rate Home Loan with Offset – Investment <80 IO Interest Only
2f4d6f3e-dcd6-42ef-a67f-7b86092d2feb,The Mutual - Package Variable Home Loan,0,0
74c2eaa9-36aa-41e5-a405-44299df181f4,HSBC - Home Value Investment Loan (Interest Only),512420,HSBC - Home Value Loan - Investment Interest Only
2e4b3996-894e-4098-a5bf-d56faf172e44,HSBC - Fixed Rate Home Loan (Interest Only) 5 Years,512415,HSBC - Fixed Rate Loan - Owner Occupied 5 Year Interest Only
65b13422-9a23-45e6-9588-25012ec39fc7,HSBC - Fixed Rate Home Loan (Interest Only) 3 Years,512413,HSBC - Fixed Rate Loan - Owner Occupied 3 Year Interest Only
d3b262d5-5bd8-421a-9242-11622702c3e6,HSBC - Fixed Rate Home Loan (Interest Only) 4 Years,512414,HSBC - Fixed Rate Loan - Owner Occupied 4 Year Interest Only
1c046cc3-0a45-4be3-bd94-5410915c2a75,HSBC - Fixed Rate Investment Loan (Interest Only) 1 Year,512401,HSBC - Fixed Rate Loan - Investment 1 Year Interest Only
be741158-472b-48c1-a4d1-74904aba1980,HSBC - Fixed Rate Investment Loan (Interest Only) 3 Years,512403,HSBC - Fixed Rate Loan - Investment 3 Year Interest Only
b672373c-ef94-4b73-b302-ade55bfa1c6e,RACQ Bank - Fixed Rate Home Loan (QLD only) 1 Year,393661,RACQ Bank - Home Loan Fixed - Owner Occupied - Standard Rates 1 Year Principal & Interest
78b2fa5f-a010-4096-b2b7-a86099d87b83,RACQ Bank - Fixed Rate Home Loan (QLD only) 3 Years,393663,RACQ Bank - Home Loan Fixed - Owner Occupied - Standard Rates 3 Year Principal & Interest
1d12c44d-8d45-4068-8c4e-a1f1d3db6e5c,RACQ Bank - Choices Fixed Home Loan (QLD only) 1 Year,338981,RACQ Bank - Home Loan Fixed - Owner Occupied - Choices Package 1 Year Principal & Interest
a4f967e7-3a1f-4b72-884e-6b0ba350d646,RACQ Bank - Choices Fixed Home Loan (QLD only) 3 Years,338983,RACQ Bank - Home Loan Fixed - Owner Occupied - Choices Package 3 Year Principal & Interest
0410417b-fa3a-4c58-bbef-b36cffddde24,RACQ Bank - Choices Mortgage Breaker Home Loan (QLD only) ($150k-$250k),339160,RACQ Bank - Mortgage Breaker - Owner Occupied - Choices Package Principal & Interest
dd676419-8e3f-4592-9e46-5bce612a1ebb,RACQ Bank - Choices Mortgage Breaker Home Loan (QLD only) ($500k+),339160,RACQ Bank - Mortgage Breaker - Owner Occupied - Choices Package Principal & Interest
7426a1f9-3127-4b8c-b4cb-62796638ea37,RACQ Bank - Mortgage Breaker Investment Loan (QLD only),218650,RACQ Bank - Interest Only Investment Variable Loan
78b60623-bb67-4b44-b5c2-9153bcde80c4,RACQ Bank - Choices Mortgage Breaker Investment Loan (QLD only) ($250k-$500k),339110,RACQ Bank - Mortgage Breaker - Investment - Choices Package
aae3adbf-ec1b-4953-b44e-0216b7bd5e65,RACQ Bank - Mortgage Breaker Investor Special – Choices Package (QLD only) ($150k+),521670,RACQ Bank - Mortgage Breaker Investor Special – Choices Package
573a2155-9b16-4777-b5d2-af4158321098,RACQ Bank - Fixed Rate Investment Loan (QLD only) 2 Years,218662,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 2 Year
c6aca9e9-f18a-4440-9004-21cd208effb7,RACQ Bank - Fixed Rate Investment Loan (QLD only) 5 Years,218665,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 5 Year
e0fb08e2-cd7f-44b8-a926-edd286034ca2,RACQ Bank - Fixed Rate Investment Loan (QLD only) (Interest Only) 5 Years,218665,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 5 Year
06f6d4dc-3f70-4925-b172-498d4df0824a,RACQ Bank - Fixed Rate Investment Loan (QLD only) (Interest Only) 3 Years,218663,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 3 Year
7cdd0fa0-0ba3-49dc-b0b5-588b6650498f,RACQ Bank - Intro Rate Investment Loan Offer (QLD only) ($500k+),218650,RACQ Bank - Interest Only Investment Variable Loan
e6f69525-bcff-4d9e-8d32-1c2493129298,RACQ Bank - Intro Rate Home Loan Offer (QLD only) ($150k-$250k),276830,RACQ Bank - Intro Rate Home Loan Principal & Interest
336d3de4-0a58-4f59-96b0-82ecc6c4f59d,RACQ Bank - Intro Rate Home Loan Offer (QLD only) ($500k+),276830,RACQ Bank - Intro Rate Home Loan Principal & Interest
f0213931-2413-49a2-ab0a-8431e51eae45,RACQ Bank - Choices Fixed Investment Loan (QLD only) 2 Years ($250k-$500k),398342,RACQ Bank - Home Loan Fixed - Investment - Choices Package 2 Year
eb2a603a-7ab4-40ec-b359-ba8fce6f37c4,RACQ Bank - Choices Fixed Investment Loan (QLD only) 5 Years ($250k-$500k),398342,RACQ Bank - Home Loan Fixed - Investment - Choices Package 2 Year
727b8ca7-65b8-42a5-94fc-4781b6a0c971,RACQ Bank - Choices Fixed Investment Loan (QLD only) 1 Year ($500k+),398341,RACQ Bank - Home Loan Fixed - Investment - Choices Package 1 Year
a29ddd10-3cd2-42ce-909a-2bae524b6168,RACQ Bank - Choices Fixed Investment Loan (QLD only) 5 Years ($500k+),398345,RACQ Bank - Home Loan Fixed - Investment - Choices Package 5 Year
99cdaaac-f16e-4220-b51f-e22aa27b0b91,RACQ Bank - Choices Fixed Investment  Loan (QLD only) 5 Years ($150k-$250k),398341,RACQ Bank - Home Loan Fixed - Investment - Choices Package 1 Year
1fcac25f-1885-4256-be09-1c415041ef78,RACQ Bank - Choices Fixed Investment Loan (QLD only) 3 Years ($250k-$500k),398342,RACQ Bank - Home Loan Fixed - Investment - Choices Package 2 Year
e5c29e67-00ca-4b70-8ac1-1e8d4ef25b77,RACQ Bank - Choices Fixed Investment Loan (QLD only) (Interest Only) 2 Years ($150k-$250k),218661,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 1 Year
ba2a3f86-00d9-4c7e-9a12-ff27e6967c2f,RACQ Bank - Choices Fixed Investment Loan (QLD only) (Interest Only) 2 Years ($250k-$500k),218662,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 2 Year
562d30cd-411e-430a-ae67-1134567b9450,RACQ Bank - Choices Fixed Investment Loan (QLD only) (Interest Only) 1 Year ($500k+),218661,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 1 Year
69f75334-25b2-48e7-a896-db2f2e47c867,RACQ Bank - Choices Fixed Investment Loan (QLD only) (Interest Only) 5 Years ($500k+),218665,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 5 Year
8237c3c7-d93d-478b-88b9-ab0440040dac,RACQ Bank - Choices Fixed Investment Loan (QLD only) (Interest Only) 3 Years ($500k+),218663,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 3 Year
13314ed0-fd9a-4e57-853b-4f6406d07cd7,RACQ Bank - Choices Fixed Investment Loan (QLD only) (Interest Only) 2 Years ($500k+),218662,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 2 Year
83169cdd-5bd0-4051-a4cb-33d682d7a756,MyState - Basic Variable Home Loan (Principal and Interest) (LVR < 80%),514690,MyState - Basic Variable Home Loan Offer (LVR>80 and = or <90) Principal & Interest
a348ff49-9445-4399-8108-9cb776a4fe4a,MyState - Basic Variable Home Loan (Principal and Interest) (LVR 90%-95%),514690,MyState - Basic Variable Home Loan Offer (LVR>80 and = or <90) Principal & Interest
b3a42890-9648-4f4a-bf36-621b7818abdb,Bananacoast Community Credit Union - First Home Buyers Home Loan Fixed 3 Years,25273,bcu - Residential Fixed Rate Home Loan 3 Year
0ec40568-e75e-426e-bfab-fc231c9fa703,Bananacoast Community Credit Union - First Home Buyers Home Loan Fixed 2 Years,25272,bcu - Residential Fixed Rate Home Loan 2 Year
c6ebfb17-ef19-48fe-8b51-3a49fd35bc81,MyState - Basic Variable Investment Loan (Interest Only),514710,MyState - Basic Variable Residential Home Loan Offer (LVR <= 80) Investment
078bc4bc-4551-4a38-aeda-d8c5f34983e5,Reduce Home Loans - Ezy Self-Managed Super Fund Investment Loan (Metro) (LVR < 70%),0,0
af6add42-b158-479e-9837-2e8d73ba2c71,Reduce Home Loans - Ezy Self-Managed Super Fund Investment Loan (Metro) (LVR < 65%),0,0
8542665e-84fe-4244-80da-c93cd6d7ec09,IMB Bank - Standard Variable Home Loan (Interest Only) (NSW and ACT only),0,0
46262b18-2c21-4dc0-a9a1-1b5318df8f83,IMB Bank - Budget Home Loan (Interest Only) (NSW and ACT only) (LVR < 90%),0,0
81052aaa-b7fa-451e-ba13-328eca248964,IMB Bank - Essentials Investment Loan (Interest Only) (NSW and ACT only) (LVR < 80%),0,0
2937faba-a32e-4b98-bce9-91479d1777f7,IMB Bank - Fixed Rate Home Loan (Interest Only) (NSW and ACT only) 1 Year (LVR < 90%),0,0
30215b54-53ff-4d0a-a4bb-960c687b0df4,IMB Bank - Fixed Rate Home Loan (Interest Only) (NSW and ACT only) 2 Years (LVR < 90%),0,0
8e4cc464-25af-4837-bcd2-0455a490c47f,IMB Bank - Fixed Rate Investment Loan (Interest Only) (NSW and ACT only) 1 Year (LVR < 80%),0,0
49e71df9-74f2-403d-ba40-44d170ef9a90,IMB Bank - Fixed Rate Investment Loan (Interest Only) (NSW and ACT only) 5 Years (LVR < 80%) ,0,0
9be83fc1-bc32-4e55-bf5c-eeaa7e13d4e5,Queensland Country Credit Union - Line of Credit,0,0
893b324f-58ec-4eef-be85-7aef08da34d0,Queensland Country Credit Union - Fixed Rate Home Loan (Principal and Interest) 2 Years,0,0
cb902aad-21b2-4ad5-8eb2-e94055044b76,Queensland Country Credit Union - Standard Variable Home Loan (Principal and Interest),0,0
2212e6f4-4eea-439e-9da3-dccd7543d11c,Queensland Country Credit Union - Ultimate Home Loan Package Special (Principal and Interest) (LVR < 80%),0,0
1629b9c4-81a5-4aeb-97e2-c945bb000e64,Queensland Country Credit Union - Ultimate Home Loan Package Special (Principal and Interest) (LVR 80%-95%) ,0,0
7a27c15e-3bd8-4e4a-927d-c449259295f5,Illawarra Credit Union - Fixed Home Loan 2 Years (Interest Only),515592,Illawarra Credit Union - Fixed Rate Loans IO 2 Year Interest Only
7607850e-df1b-46c2-be42-676103e1a9fa,Illawarra Credit Union - Fixed Home Loan 3 Years (Interest Only),515593,Illawarra Credit Union - Fixed Rate Loans IO 3 Year Interest Only
19a243f5-5561-4f31-a9ce-7274948a73f5,Illawarra Credit Union - Fixed Lite Home Loan 3 Years (Interest Only),515603,Illawarra Credit Union - Fixed Rate Lite Loans IO 3 Year Interest Only
d4064ff1-b47f-4c2b-8f2b-c1dfef5439d3,Illawarra Credit Union - Fixed Lite Home Loan 1 Year (Interest Only),515601,Illawarra Credit Union - Fixed Rate Lite Loans IO 1 Year Interest Only
0071ec08-0a88-4c76-b785-31079a9bc6d4,Catalyst Money - Fixed Home Loan 2 Years (Interest Only),515612,Catalyst Money - Fixed Rate Home Loan IO 2 Year Interest Only
623be4b2-f12d-4a47-95f6-2b34160c4ec2,Catalyst Money - Fixed Home Loan 1 Year (Interest Only),515611,Catalyst Money - Fixed Rate Home Loan IO 1 Year Interest Only
e56a7cf5-0099-47e7-9370-319fac218edb,Catalyst Money - Fixed Lite Home Loan 1 Year (Interest Only),515611,Catalyst Money - Fixed Rate Home Loan IO 1 Year Interest Only
036d5ca1-6304-4963-b619-4fd01b65b582,Catalyst Money - Fixed Lite Home Loan 3 Years (Interest Only),515613,Catalyst Money - Fixed Rate Home Loan IO 3 Year Interest Only
96ba2626-b378-4e92-b019-49f39d715cf8,Firstmac - VIP Package Investment Loan Fixed (Interest Only) 2 Years,0,0
40db513f-4a7f-4cd1-b429-a039c7a3c91a,Firstmac - VIP Package Investment Loan Fixed (Interest Only) 3 Years,0,0
3aaba703-e1d7-455b-b78d-d0ac32676995,Firstmac - VIP Package Home Loan Fixed (Interest Only) 3 Years,0,0
bace89d8-c14f-4de3-9fc6-e4e9d80d0c1a,loans.com.au - Fixed Home Loan (Interest Only) 3 Years,0,0
286f2b0c-d6f8-40cc-b973-dd9b7649d058,loans.com.au - Fixed Home Loan (Interest Only) 1 Year,0,0
b89fd56d-fada-4b87-87cb-813c32f1dda6,loans.com.au - Fixed Investment Loan (Interest Only) 2 Years,515642,loans.com.au - Fixed Rate INV IO 2 Year Interest Only Investment
ad57ea77-625b-4aa5-93dc-2c5700b7ce21,G&C Mutual Bank - Basic Home Loan,504340,G&C Mutual Bank - Standard Variable Mortgage - Owner Occupied (IO) Interest Only
d52728d1-4d28-4705-a440-2f0475a508cc,"Rate Chaser Home Loans - Rate Chaser Professional Package Home Loan ($400k-$750k, LVR 80%-90%)",0,0
def2220c-99da-467f-b3d5-059ec3084a72,"Rate Chaser Home Loans - Rate Chaser Professional Package Investment Loan ($400k-$750k, LVR < 80%)",0,0
c69fdb32-1d3d-4892-95ab-f283a3a58360,"Rate Chaser Home Loans - Rate Chaser Professional Package Investment Loan ($750k+, LVR < 80%)",0,0
676beb60-a578-4923-8a4c-1b6ddc4f89b7,Newcastle Permanent - Premium Plus Package Fixed Rate Home Loan (Principal and Interest) 1 Year,515731,Newcastle Permanent Building Society - Premium Plus Package Fixed Rate Home Loan 1 Year
49d34d2c-1dbf-4edc-a956-b5a64b8d043c,Newcastle Permanent - Premium Plus Package Fixed Rate Home Loan (Principal and Interest) 3 Years,515733,Newcastle Permanent Building Society - Premium Plus Package Fixed Rate Home Loan 3 Year
40a52013-c0a9-49f3-a6db-d14aa7758ba9,Newcastle Permanent - Premium Plus Package Fixed Rate Home Loan (Principal and Interest) 5 Years,515735,Newcastle Permanent Building Society - Premium Plus Package Fixed Rate Home Loan 5 Year
